,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
238,4030.0,杭州市余杭区瓶窑镇第一小学,杭州市余杭区瓶窑镇凤溪路388号,119.9655296,30.39429844,杭州市,余杭区,瓶窑镇,小学,330110.0,初等教育,,01010000208A11000030D2C63CCBFD5D40705E14BEF0643E40
239,4031.0,浙江省广播电视大学,杭州市教工路42号,120.131911,30.27824655,杭州市,西湖区,西溪街道,广播电视大学,330106.0,高等学校,,01010000208A110000B8A9F13A71085E40102E742A3B473E40
240,4043.0,杭州市学军小学,文二路求智巷6号,120.139565,30.28366959,杭州市,西湖区,西溪街道,小学,330106.0,初等教育,,01010000208A11000028F0E1A1EE085E4070EBFB919E483E40
241,4058.0,杭州西湖风景名胜区龙井幼儿园,杭州西湖风景名胜区龙井路3-1号,120.1182606,30.24659962,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A11000018D8C39491075E40B0FD2327213F3E40
242,4073.0,义乌市廿三里街道中心幼儿园,义乌市廿三里街道如甫新村1幢18号,120.1639818,29.33032882,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000108760AD7E0A5E4000F1E96D90543D40
243,4079.0,杭州市西湖区枫华府第幼儿园,杭州市华星路6-2号,120.122392,30.28200412,杭州市,西湖区,翠苑街道,幼儿园,330106.0,学前教育,,01010000208A110000485D3345D5075E40D0EA196C31483E40
244,4089.0,义乌市廿三里大风车幼儿园,义乌市廿三里街道下娄小区60栋,120.1667557,29.34016533,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000040EC1F20AC0A5E4040FE2E1315573D40
245,4095.0,杭州市求是教育集团（总校）,浙江省杭州市西湖区浙大路18号,120.1243428,30.26333071,杭州市,西湖区,灵隐街道,小学,330106.0,初等教育,,01010000208A11000058965F3BF5075E4000C737A469433E40
246,4105.0,宁波市海曙区格林美语幼儿园,宁波市海曙区前丰街42号,121.5154274,29.87888102,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000010585CC3FC605E401080A058FEE03D40
247,4118.0,义乌稠城第二幼儿园,浙江省金华市义乌市义东路33弄5号,120.0752183,29.31933673,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000030AC7960D0045E407077470DC0513D40
248,4138.0,德清县阳光幼儿园,德清县武康街道阳光花园22幢,119.9765018,30.53607248,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A11000038FA77017FFE5D40B0B4B80B3C893E40
249,4153.0,义乌市义亭镇中心幼儿园,浙江省义乌市义亭镇双塘路606号,119.9514036,29.24504003,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100009874E7CBE3FC5D40900F83F1BA3E3D40
250,4159.0,浙江省交通运输厅幼儿园,杭州市西湖区宝石山下4弄18号,120.1442091,30.26490396,杭州市,西湖区,北山街道,幼儿园,330106.0,学前教育,,01010000208A110000281FA3B83A095E407013F9BED0433E40
251,4177.0,杭州市余杭区良渚第一小学,杭州市余杭区良渚街道东方西路121号,120.0447669,30.37836188,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A1100002893DB75DD025E40C0201253DC603E40
252,4178.0,杭州市余杭区凤凰小学,杭州市余杭区余杭街道城南路352号,119.9408443,30.25898341,杭州市,余杭区,余杭街道,小学,330110.0,初等教育,,01010000208A1100002831FACA36FC5D4010FA8ABC4C423E40
253,4235.0,宁波市海曙区集士港镇中心幼儿园,宁波市海曙区广茂路116号,121.4266443,29.86606095,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A110000D01EAE234E5B5E40C0C5B12BB6DD3D40
254,4252.0,义乌市北苑金典幼儿园,义乌市北苑街道畈东村175栋,120.0234318,29.31570456,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000E07D06E87F015E4070B19C03D2503D40
255,4258.0,宁波市海曙区古林镇西洋港幼儿园,宁波市海曙区古林镇西洋港工业区9号,121.4234639,29.82809278,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000387555081A5B5E40F0A085E3FDD33D40
256,4264.0,宁波市海曙区高桥镇西堤阳光幼儿园,浙江省宁波市海曙区高桥镇学院路西堤阳光19幢46号,121.4806097,29.88282977,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000501F504FC25E5E4050CAB92101E23D40
257,4284.0,杭州市余杭区未来科技城维翰幼儿园,浙江省杭州市余杭区五常街道高教路968-8,120.0228178,30.27543267,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000A0A4B3D875015E4060E665C182463E40
258,4285.0,宁波市海曙区德英乐幼儿园,宁波市海曙区灵桥路768号,121.5541249,29.86828196,宁波市,海曙区,江厦街道,幼儿园,330203.0,学前教育,,01010000208A110000F8C82AC876635E40A09CF9B947DE3D40
259,4288.0,杭州青年专修学院,古翠路60号,120.1157006,30.27764725,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A11000010F286A367075E408047DEE313473E40
260,4321.0,宁波市海曙区石碶街道阳光丽园幼儿园,宁波市海曙区石碶街道雅戈尔大道375号,121.4946685,29.82487754,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000058C032A6A85F5E403053982C2BD33D40
261,4322.0,宁波市海曙区蜜蜂王国伟才幼儿园有限公司,宁波市海曙区古林镇气象路827号,121.5036486,29.86235187,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000300F34C73B605E407079A817C3DC3D40
262,4324.0,义乌市胜利幼儿园,义乌市胜利二区46幢,120.0588454,29.30710992,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000078D3971FC4035E4060AD76C19E4E3D40
263,4326.0,宁波市二轻工业管理局第一幼儿园,海曙区安丰街37号,121.5076847,29.86970761,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030C3E8E77D605E4040716528A5DE3D40
264,4341.0,杭州市大禹路小学,杭州市西湖区三墩镇金兰巷2号,120.0789165,30.33078385,杭州市,西湖区,三墩镇,小学,330106.0,初等教育,,01010000208A1100005016EEF70C055E4080CB1940AE543E40
265,4347.0,义乌市福田下骆宅第二幼儿园,义乌市福田下骆宅振兴西路16号,120.1335817,29.3344969,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A11000020860C9A8C085E4080D1B996A1553D40
266,4352.0,义乌市爱伦宝群星幼儿园,浙江省金华市义乌市北苑街道复兴社区居委会,120.0525971,29.31511234,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000A0B651C05D035E40C074D333AB503D40
267,4374.0,宁波市海曙区莓茜伊顿幼儿园有限公司,宁波市海曙区雅戈尔大道211号,121.500346,29.82856712,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000E07054AB05605E4070D397F91CD43D40
268,4378.0,宁波市市级机关第二幼儿园,宁波市海曙区苍水街172号,121.5469119,29.87859828,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000D8D7DE9A00635E40F0BD0DD1EBE03D40
269,4399.0,宁波市闻裕顺幼儿园,宁波市海曙区 蓝天路299弄12号,121.5128392,29.87431558,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030CE7E5BD2605E40C0A96725D3DF3D40
270,4407.0,义乌市稠江第一小学,浙江省义乌市西城路599号,120.0471788,29.30437489,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A110000C06535FA04035E4080CC3083EB4D3D40
271,4429.0,宁波市海曙区鄞江镇中心初级中学,浙江省宁波市海曙区鄞江镇悬慈村清源西路57号,121.3506746,29.76350865,宁波市,海曙区,鄞江镇,初级中学,330203.0,中等教育,,01010000208A110000C869DD7371565E40007D744D75C33D40
272,4472.0,杭州市保俶塔申花实验学校,杭州市西湖区竞舟北路189号,120.0942282,30.31091959,杭州市,西湖区,三墩镇,九年一贯制学校,330106.0,中等教育,,01010000208A110000D04EA8D507065E40508E0D6D984F3E40
273,4480.0,义乌市金鹰实验学校,义乌市经发大道295号,120.040847,29.29700079,金华市,义乌市,稠江街道,九年一贯制学校,330782.0,中等教育,,01010000208A1100009818C83C9D025E4020A4633E084C3D40
274,4497.0,杭州市余杭区社区学院（杭州市余杭区商贸职业高级中学）,浙江省杭州市余杭区临平街道平吴街2号,120.3096931,30.42322419,杭州市,余杭区,南苑街道,职业高中学校,330110.0,中等教育,,01010000208A110000487EDC02D2135E4010BF956B586C3E40
275,4511.0,杭州市余杭区良山学校,余杭区良渚镇良渚街道蒋家塘路28号,120.0809703,30.35345127,杭州市,余杭区,良渚街道,九年一贯制学校,330110.0,中等教育,,01010000208A1100009074289E2E055E40B07E40C87B5A3E40
276,4528.0,宁波市海曙区洞桥镇佳豪幼儿园,宁波市海曙区洞桥镇百梁村菜场路16号,121.3865631,29.76743454,宁波市,海曙区,洞桥镇,幼儿园,330203.0,学前教育,,01010000208A11000040331B73BD585E40603CFE9676C43D40
277,4538.0,义乌市稠城中心幼儿园,浙江省义乌市稠城街道向阳社区城中中路57-7号,120.0754959,29.30760253,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000189C8AECD4045E40D038120ABF4E3D40
278,4539.0,杭州橄榄树学校,浙江省杭州市余杭区南苑街道新城路136号,120.3012795,30.39230411,杭州市,余杭区,南苑街道,十二年一贯制学校,330110.0,中等教育,,01010000208A1100009800EF2948135E40D03DC60A6E643E40
279,4554.0,义乌市北苑街道厚富幼儿园,浙江省义乌市北苑街道厚富小区36幢1号,120.059404,29.34819351,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000E8A38246CD035E40A03EAD3523593D40
280,4556.0,宁波市海曙区高桥镇博泽学校,浙江省宁波市海曙区高桥镇宋家漕村迎春路288号,121.4970821,29.87745618,宁波市,海曙区,高桥镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000886D8931D05F5E40F0C5DCF7A0E03D40
281,4561.0,义乌市江东街道青口幼儿园,义乌市江东街道青口东区9幢,120.1252592,29.31549667,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100009837203F04085E402088D463C4503D40
282,4588.0,宁波华茂幼儿园,宁波市鄞州区鄞县大道中段2号,121.5074164,29.82423838,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000385B7E8279605E40D017634901D33D40
283,4591.0,宁波市鄞江中学,宁波鄞州区鄞江镇四明东路79弄1号,121.3583774,29.78448106,宁波市,海曙区,鄞江镇,高级中学,330203.0,中等教育,,01010000208A11000020788DA7EF565E40100831C0D3C83D40
284,4610.0,杭州市文溪中学,浙江省杭州市西湖区春申街15号,120.0524186,30.28254101,杭州市,西湖区,蒋村街道,初级中学,330106.0,中等教育,,01010000208A110000485D7FD35A035E401006929B54483E40
285,4623.0,宁波市中山艺术幼儿园,宁波市海曙区西河街5号,121.5426571,29.88112181,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A11000068B8FAE4BA625E4090A0FA3291E13D40
286,4642.0,义乌市廿三里李塘幼儿园,义乌市廿三里街道李塘村岩托下12号,120.1825266,29.36830747,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000F8300984AE0B5E4040D1FE65495E3D40
287,4671.0,杭州余杭区西城幼儿园,杭州市余杭区良渚街道金昌路66号,120.084776,30.34390613,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000000895AF86C055E4000217A3B0A583E40
288,4674.0,义乌市江东街道世纪阳光幼儿园,义乌市江东街道塔下洲A区新街7幢,120.0421677,29.2716619,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000780117E0B2025E4040F46CA28B453D40
289,4705.0,浙江省省级机关职工业余大学,杭州市西湖区教工路135号,120.130358,30.28674556,杭州市,西湖区,翠苑街道,职工高校,330106.0,高等学校,,01010000208A1100008898E7C857085E4090FF1C2868493E40
290,4706.0,国家海洋局第二海洋研究所,浙江省杭州市西湖区保俶北路36号,120.1352466,30.28207176,杭州市,西湖区,西溪街道,培养研究生的科研机构,330106.0,其他教育,,01010000208A110000B88571E1A7085E404053D8DA35483E40
291,4708.0,宁波市海曙区集士港镇爱心幼儿园,浙江省宁波市海曙区集士港镇卖面桥村菜场西60号,121.4666552,29.879393,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000048C09BADDD5D5E40D0BD46E61FE13D40
292,4718.0,义乌市稠江东方之辰幼儿园,义乌市稠江街道黎明村稠明路32号,120.044162,29.29366539,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A1100007805E38CD3025E40609BB6A72D4B3D40
293,4756.0,杭州市余杭区马荣凯瑞幼儿园,杭州市余杭区仓前街道青枫墅园56幢,119.9774438,30.26176462,杭州市,余杭区,仓前街道,幼儿园,330110.0,学前教育,,01010000208A11000020343E708EFE5D40E071960103433E40
294,4779.0,宁波市海曙区高桥镇东星幼儿园,宁波市海曙区高桥镇芦港村望春路1498号,121.4777817,29.89538179,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000040FBDCF9935E5E40E0E4A8BD37E53D40
295,4782.0,宁波市海曙区集士港镇广德学校,浙江省海曙区集士港镇集士港万众村集士西路152号,121.425544,29.86815319,宁波市,海曙区,集士港镇,小学,330203.0,初等教育,,01010000208A110000107B0E1D3C5B5E40D0608E493FDE3D40
296,4831.0,宁波市外经贸幼儿园,宁波市海曙区筱墙巷22号,121.5294291,29.88086617,宁波市,海曙区,西门街道,幼儿园,330203.0,学前教育,,01010000208A110000D0FCAC2AE2615E4080B6F77180E13D40
297,4842.0,浙江求智专修学院,浙江省杭州市文三路140号,120.1381229,30.27999922,杭州市,西湖区,西溪街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A11000008956E01D7085E40C0B07107AE473E40
298,4856.0,宁波市海曙胜丰幼儿园,宁波市海曙区胜丰路106弄4号,121.5236928,29.88401155,宁波市,海曙区,西门街道,幼儿园,330203.0,学前教育,,01010000208A11000060D29B2E84615E4040F2AF944EE23D40
299,4866.0,义乌市新丝路学校,义乌市宾王路D66号,120.066741,29.33053794,金华市,义乌市,北苑街道,小学,330782.0,初等教育,,01010000208A110000E0F5177C45045E40A0AE6E229E543D40
300,4874.0,宁波市海曙区古林镇福娃幼儿园,宁波市海曙区古林镇礼嘉桥村1号,121.5002995,29.85197687,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000058F652E804605E4040C70A281BDA3D40
301,4881.0,义乌市城西街道于宅幼儿园,浙江省义乌市城西街道于宅村8号,120.0059411,29.30008508,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000008E9E95661005E4090BB2760D24C3D40
302,4886.0,杭州市余杭区南安幼儿园,杭州市余杭区余杭街道南安路58号,119.9362295,30.2715725,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A11000098C4F32EEBFB5D40C07793C685453E40
303,4907.0,宁波市海曙区鄞江镇黎萌幼儿园,宁波市海曙区鄞江镇四明东路132号,121.3561197,29.77756515,宁波市,海曙区,鄞江镇,幼儿园,330203.0,学前教育,,01010000208A11000078782EAACA565E40509468820EC73D40
304,4925.0,杭州市转塘小学,杭州市转塘街道象山校区,120.0783866,30.1565343,杭州市,西湖区,转塘街道,小学,330106.0,初等教育,,01010000208A1100005058334904055E40C033C3A112283E40
305,4969.0,浙江省级机关保俶幼儿园,杭州市弥陀寺路3号,120.1458658,30.26742426,杭州市,西湖区,北山街道,幼儿园,330106.0,学前教育,,01010000208A11000050CEA8DD55095E40E0F885EA75443E40
306,4973.0,义乌市大成中学,义乌市佛堂镇大成路233号,120.0158987,29.20117229,金华市,义乌市,佛堂镇,高级中学,330782.0,中等教育,,01010000208A1100005866F07B04015E406000FF0680333D40
307,4994.0,义乌市德胜小学,义乌市后宅街道净居东路86号,120.0577718,29.37416001,金华市,义乌市,后宅街道,小学,330782.0,初等教育,,01010000208A11000030366588B2035E40C03D3DF3C85F3D40
308,5009.0,宁波市海曙区国骅东方幼儿园,海曙区石碶街道雅渡新村888号,121.5019459,29.82673998,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000B83B78E11F605E40D019343BA5D33D40
309,5015.0,义乌市后宅幼儿园,浙江省义乌市后宅街道黄宁路70-78号,120.0546909,29.37652705,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000C02E0F0E80035E40C0B1B21364603D40
310,5045.0,杭州市余杭卫生中等专业学校,浙江省杭州市余杭区临平街道荷花路60号,120.2897459,30.43276387,杭州市,余杭区,临平街道,中等技术学校,330110.0,中等教育,,01010000208A110000B81662328B125E40D0A7DF9CC96E3E40
311,5047.0,杭州市西湖区古荡幼儿园,杭州市西湖区古荡新村东区36幢,120.1133105,30.27722312,杭州市,西湖区,古荡街道,幼儿园,330106.0,学前教育,,01010000208A110000A8FF837A40075E4050182A18F8463E40
312,5099.0,西湖大学,杭州市西湖区石龙山街18号,120.0755788,30.1365985,杭州市,西湖区,转塘街道,本科院校：大学,330106.0,高等学校,,01010000208A11000098654848D6045E40C02E8A1EF8223E40
313,5101.0,浙江科技学院,浙江省杭州市西湖区留和路318号,120.0198195,30.22464565,杭州市,西湖区,留下街道,本科院校：学院,330106.0,高等学校,,01010000208A110000D0FBD4B844015E40D03B9C6082393E40
314,5103.0,宁波市海曙区四明山经典学校,浙江省宁波市海曙区章水镇杖锡村1号,121.1559207,29.76942357,宁波市,海曙区,章水镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000E89AB09AFA495E40E05465F1F8C43D40
315,5121.0,浙江省杭州学军中学,杭州市文三路188号,120.1348901,30.28069745,杭州市,西湖区,西溪街道,高级中学,330106.0,中等教育,,01010000208A11000020CDF509A2085E4010D2BFC9DB473E40
316,5153.0,德清县逸夫小学,浙江省德清县武康街道群益街78号,119.9578219,30.53400468,湖州市,德清县,武康街道,小学,330521.0,初等教育,,01010000208A110000103420F44CFD5D4040A0CF87B4883E40
317,5178.0,义乌市北苑乖宝宝幼儿园,义乌市北苑街道春晗三区56幢,120.056663,29.335159,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028F9D85DA0035E40C0F5EFFACC553D40
318,5187.0,杭州市余杭区贝贝幼儿园,杭州市余杭区闲林街道良睦路402号,120.004885,30.234594,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000068CF2C0950005E4080D6355A0E3C3E40
319,5250.0,义乌市稠江杨二幼儿园,义乌市稠江街道杨二村39幢,120.033864,29.292957,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C020E9D32A025E406022DE3AFF4A3D40
320,5261.0,义乌市福田青苹果幼儿园,义乌市福田街道东大鲁村15栋,120.094058,29.37566,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000587BD80B05065E40506AF6402B603D40
321,5262.0,义乌市佛堂华诗丽娃幼儿园,佛堂镇双林路102号后,120.020329,29.207121,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000408A01124D015E409050C1E105353D40
322,5275.0,义乌市北苑街道佳爱幼儿园,浙江省金华市义乌市北苑街道望道路259号,120.046515,29.321769,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000080F10C1AFA025E40E0DD03745F523D40
323,5311.0,杭州市十三中教育集团(总校),杭州市教工路155号,120.1302993,30.2894872,杭州市,西湖区,翠苑街道,初级中学,330106.0,中等教育,,01010000208A110000E0A7AED256085E4060CA59D51B4A3E40
324,5361.0,宁波市李兴贵中学,宁波市海曙区永丰西路201号,121.5435896,29.88311331,宁波市,海曙区,鼓楼街道,初级中学,330203.0,中等教育,,01010000208A1100007040E62BCA625E40D04AD2B613E23D40
325,5372.0,杭州市余杭区良渚荀梓幼儿园,余杭区良渚街道良渚路178号,120.044131,30.384654,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000586FD40AD3025E4090463EAF78623E40
326,5385.0,义乌市国际商贸学校,义乌市城北路J180号,120.060418,29.354031,金华市,义乌市,后宅街道,职业高中学校,330782.0,中等教育,,01010000208A110000C08575E3DD035E4030C58EC6A15A3D40
327,5408.0,杭州市余杭区径山镇双溪中心小学,杭州市余杭区径山镇双溪水磨苑106号,119.82522,30.411435,杭州市,余杭区,径山镇,小学,330110.0,初等教育,,01010000208A11000050008C67D0F45D40006EDDCD53693E40
328,5414.0,德清县禹越镇徐家庄中心小学,浙江省德清县禹越镇朝阳路15号,120.2644264,30.52269691,湖州市,德清县,禹越镇,小学,330521.0,初等教育,,01010000208A110000D0CBA25CEC105E40902BF676CF853E40
329,5439.0,义乌市稠州中学教育集团,义乌市稠城街道民主路190号,120.0674953,29.3000215,金华市,义乌市,稠城街道,初级中学,330782.0,中等教育,,01010000208A110000487A93D751045E4050E48635CE4C3D40
330,5445.0,杭州市余杭区黄湖镇中心幼儿园,杭州市余杭区黄湖镇育前路1号,119.804631,30.448437,杭州市,余杭区,黄湖镇,幼儿园,330110.0,学前教育,,01010000208A110000409605137FF35D40005169C4CC723E40
331,5450.0,杭州绿城育华小学,杭州市文一西鲁532号,120.0820373,30.28968642,杭州市,西湖区,蒋村街道,小学,330105.0,初等教育,,01010000208A11000030992C1940055E4040858EE3284A3E40
332,5473.0,义乌市宗泽小学,义乌市江东街道宾王路778号,120.106702,29.29764,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000C01AA034D4065E4040FB9122324C3D40
333,5526.0,杭州万向职业技术学院,浙江省杭州市西湖区西溪路896号,120.0709364,30.25486257,杭州市,西湖区,留下街道,专科院校：高等职业学校,330106.0,高等学校,,01010000208A1100005838EC388A045E4060D45EAC3E413E40
334,5537.0,杭州市余杭区西溪华东园幼儿园,杭州市余杭区闲林街道高教路161号,120.013225,30.251441,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000589FABADD8005E40A0DFF76F5E403E40
335,5579.0,德清县乾元镇中心小学,德清县乾元镇蚕丝路58号,120.0759313,30.55520509,湖州市,德清县,乾元镇,小学,330521.0,初等教育,,01010000208A110000D828E00EDC045E406088AFEB218E3E40
336,5591.0,宁波市宝韵音乐幼儿园,宁波市海曙区柳汀街吴家塘路128号,121.527982,29.870169,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000018B80375CA615E4030FE4465C3DE3D40
337,5593.0,德清县新市镇初级中学,新市镇文昌路163号,120.2727831,30.61900557,湖州市,德清县,新市镇,初级中学,,中等教育,,01010000208A11000070856D4775115E4010031626779E3E40
338,5596.0,义乌市稠江萌芽幼儿园,义乌市稠江街道宏迪路25号,120.057982,29.301766,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000707022FAB5035E40700B5D89404D3D40
339,5638.0,义乌市北苑天之骄幼儿园,浙江省金华市义乌市北苑街道春盛小区17幢,120.030221,29.323041,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000C0A90F24EF015E406044A2D0B2523D40
340,5641.0,杭州市西湖职业高级中学,杭州市西湖区转塘杭新东路3号,120.0784606,30.16160642,杭州市,西湖区,转塘街道,职业高中学校,330106.0,中等教育,,01010000208A11000028D2B97F05055E40308BBF095F293E40
341,5646.0,杭州市余杭区微时代幼儿园,杭州市余杭经济开发区微时代城12撞,120.231193,30.462897,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A1100001884B9DDCB0E5E40A06AF46A80763E40
342,5676.0,杭州市余杭区南苑舒心幼儿园,杭州市余杭区南苑街道藕花洲大街461号,120.282247,30.410472,杭州市,余杭区,南苑街道,幼儿园,330110.0,学前教育,,01010000208A1100003899B85510125E4080EC67B114693E40
343,5701.0,义乌市福田新希望幼儿园,义乌市福田尚经罗店村东21号,120.130622,29.359943,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000D888601C5C085E40906C7539255C3D40
344,5798.0,义乌市佛堂镇启明幼儿园,佛堂镇倍磊一村西溪路27号,119.981239,29.167736,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D0A3A99ECCFE5D40A05C1ABFF02A3D40
345,5804.0,杭州市西湖区袁浦幼儿园,杭州市西湖区袁浦街82号,120.1195603,30.1169801,杭州市,西湖区,双浦镇,幼儿园,330106.0,学前教育,,01010000208A11000020761FE0A6075E40705F7068F21D3E40
346,5817.0,杭州市余杭区闲林中学,浙江省杭州市余杭区闲林街道文卫路26号,119.977934,30.222432,杭州市,余杭区,闲林街道,初级中学,330110.0,中等教育,,01010000208A11000060E97C7896FE5D408095B54DF1383E40
347,5873.0,义乌市佛堂镇双林幼儿园,佛堂镇双林路28号,120.017368,29.208074,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D0FFAB8E1C015E40E025715644353D40
348,5900.0,义乌市大陈镇小金鱼幼儿园,浙江省义乌市大陈镇李孟宅村,120.12569,29.46169,金华市,义乌市,大陈镇,幼儿园,330782.0,学前教育,,01010000208A110000C8DB114E0B085E40E0E3DA5031763D40
349,5950.0,义乌市江东南洲幼儿园,浙江省义乌市江东街道东山头86幢,120.056539,29.263211,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000B8FCC0559E035E4090F2CCCB61433D40
350,5955.0,杭州市余杭区仁和第一幼儿园,杭州市余杭区仁和街道求学路1号,120.08239,30.447804,杭州市,余杭区,仁和街道,幼儿园,330110.0,学前教育,,01010000208A11000020E1B4E045055E40A0046F48A3723E40
351,5960.0,杭州市余杭区良渚金凤凰幼儿园,杭州市余杭区良渚街道东塘河村孟家湾99号,120.091091,30.383624,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000707D586FD4055E40F0F5B52E35623E40
352,5963.0,义乌市佛堂倍磊阳光幼儿园,佛堂镇倍磊四村,119.979211,29.172011,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A11000088389D64ABFE5D40608DB3E9082C3D40
353,5970.0,德清县禹越镇高桥中心小学,德清县禹越镇高桥集镇新兴街2号,120.2844627,30.55970622,湖州市,德清县,禹越镇,小学,330521.0,初等教育,,01010000208A110000B083EFA234125E4090DB2EE8488F3E40
354,6005.0,杭州市余杭区林苑学校,浙江省杭州市余杭区运河街道南栅口社区1号综合楼,120.301185,30.463389,杭州市,余杭区,运河街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000F042739D46135E40805358A9A0763E40
355,6009.0,杭州市西湖区新天地幼儿园,杭州市西湖区振华路197号,120.07139,30.31697,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A110000B8D05CA791045E4030D027F224513E40
356,6012.0,宁波海曙天一幼儿园,宁波市海曙区中山西路988弄188号,121.516329,29.884068,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A110000803ECA880B615E40B070CB4752E23D40
357,6015.0,杭州市余杭区汀洲学校,杭州市余杭区星桥街道郁桥路1号,120.303099,30.425456,杭州市,余杭区,东湖街道,弱智学校,330110.0,特殊教育,,01010000208A110000D01C59F965135E4010E335AFEA6C3E40
358,6061.0,义乌市苏溪镇小机灵幼儿园,义乌市苏溪镇人民南路100号,120.122205,29.410312,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000189AEB34D2075E4000280D350A693D40
